,Agency,Avg Days Till Completion
2078,Rock County Sheriff's Office,16 days 19:00:00
2079,Rock Island County Sheriff,43 days 14:54:02.568295666
2080,Rockbridge County Sheriff's Office,12 days 20:00:00
2081,Rockford Police Department,27 days 01:28:10.960771200
2082,Rockingham County Sheriff,18 days 11:10:48.686380333
2083,Rockland County Sheriff,19 days 20:00:00
2084,Rocklin Police Department,30 days 20:17:04.587815
2085,Rockville Centre Village Police Department,7 days 04:58:08.937608
2086,Rockville City Police Department,10 days 23:44:08.698325
2087,Rockwall County Sheriff,19 days 20:00:00
2088,Rogers County Sheriff,27 days 20:00:00
2089,Rogersville Police Department,2 days 19:39:50.314864
2090,Rome Police Department,38 days 07:00:00
2091,Roosevelt Sheriff's Department,105 days 20:00:00
2092,Roseville Police Department,35 days 20:43:38.435885363
2093,Roswell Police Department,14 days 08:30:57.283631800
2094,Round Lake Park Police Department,4 days 01:19:39.054974
2095,Round Rock Police Department,29 days 11:57:44.406956143
2096,Routt County Sheriff's Office,90 days 01:23:10.876341
2097,Rowan County Sheriff's Office,192 days 19:00:00
2098,Rowlett Police Department,133 days 11:26:31.328897
2099,Roxbury Police Department,13 days 04:41:28.519937
2100,Royal Oak Police Department,20 days 20:00:00
2101,Rumson Police Department,1 days 11:15:35.023152
2102,Russell County Sheriff,12 days 03:20:00
2103,Rutgers University Police Department,9 days 20:34:16.612310
2104,Rutherford County Sheriff,64 days 02:16:49.783505286
2105,Rye Brook Village Police Department,267 days 14:15:56.605707
2106,Sabine Parish Sheriff's Office,17 days 20:00:00
2107,Sackets Harbor Village Police Department,82 days 20:32:17.000372
2108,Sacramento County Sheriff,148 days 09:22:14.352433450
2109,Sacramento County Sheriff's Department,355 days 16:21:13.054026628
2110,Sacramento Police Department,199 days 15:05:54.645076882
2111,Sacramento State Police Department,3 days 19:00:00
2112,Sagadahoc County Sheriff,7 days 07:19:17
2113,Saginaw County Sheriff's Office,20 days 08:34:49.753558500
2114,Saginaw Police Department,25 days 19:00:00
2115,Saguache County Sheriff's Office,42 days 14:24:10.465400
2116,Saint Albans Police Department,43 days 17:02:36.384562
2117,Saint Augustine Police Department,15 days 20:00:00
2118,Saint Charles County Sheriff,59 days 09:04:50.607540
2119,"Saint Clair Police Department, Saint Clair",37 days 23:26:00.420586
2120,Saint Paul Police Department,20 days 18:08:07.516348133
2121,Salamanca Police Department,70 days 07:01:38.587828
2122,Salem County Sheriff,21 days 08:17:29.606079
2123,Salem Police Department,58 days 18:20:50.731510859
2124,Salem State University Police,587 days 16:50:09.095153504
2125,Salina Police Department,70 days 12:39:14.422433500
2126,Salinas Police Department,68 days 04:55:57.134431250
2127,Saline County Sheriff's Office,527 days 04:51:46.998743504
2128,Salisbury Police Department,7 days 02:46:36.686127
2129,Salt Lake City Police Department,143 days 17:08:13.284683900
2130,Salt Lake City Unified Police Department,17 days 20:00:00
2131,Salt Lake County Sheriff's Office,13 days 22:54:05.295038
2132,San Angelo Police Department,293 days 00:56:00
2133,San Antonio Police Department,54 days 12:18:46.519389674
2134,San Benito County Sheriff,48 days 20:14:51.610323333
2135,San Bernardino County Sheriff,171 days 12:03:44.238177758
2136,San Bernardino Police Department,68 days 19:54:03.945288750
2137,San Carlos Police Department,10 days 18:13:16.175693
2138,San Diego County Sheriff,31 days 04:01:28.833793384
2139,San Diego County Sheriff's Department,38 days 13:07:36.785411875
2140,San Diego Harbor Police Department,32 days 12:31:20.540748444
2141,San Diego Police Department,36 days 22:06:05.734984420
2142,San Francisco Police Commission,188 days 11:47:06.497706250
2143,San Francisco Police Department,73 days 17:40:46.007620901
2144,San Francisco Sheriff's Department,174 days 15:01:02.149155820
2145,San Gabriel Police Department,18 days 14:37:18.447796
2146,San Joaquin County Sheriff's Office,49 days 13:43:05.305041800
2147,San Jose Police Department,73 days 03:49:00.936039933
2148,San Juan County Sheriff,7 days 20:00:00
2149,San Leandro Police Department,24 days 17:38:30.582673200
2150,San Luis Obispo County Sheriff,70 days 04:30:32.778515
2151,San Marino Police Department,43 days 14:48:48.051541
2152,San Mateo County Sheriff’s Office,18 days 06:47:27.477083277
2153,San Mateo Police Department,26 days 14:23:03.444123750
2154,San Miguel County Sheriff,30 days 23:32:43.469419
2155,San Pablo Police Department,39 days 03:07:09.221421
2156,San Patricio County Sheriff,6 days 20:00:00
2157,San Rafael Police Department,10 days 09:02:46.642270333
2158,San Ramon Police Department,8 days 23:24:23.305137
2159,Sands Point Village Police Department,94 days 20:27:39.185530
2160,Sandusky Police Department,15 days 21:46:39.121671
2161,Sandwich Police Department,5 days 02:08:13.150829
2162,Sandy Springs Police Department,58 days 16:32:57.034679778
2163,Sangamon County Sheriff's Office,3 days 08:00:00
2164,Sangamon County Sheriff’s Office,21 days 14:17:42.834321
2165,Sanilac County Sheriff's Department,5 days 20:00:00
2166,Santa Ana Police Department,162 days 02:20:56.126761588
2167,Santa Barbara County Sheriff's Office,34 days 04:18:35.236933285
2168,Santa Clara County Sheriff,20 days 00:34:10.383585333
2169,Santa Clara Police Department,49 days 08:45:44.934498714
2170,Santa Clarita Police Department,494 days 16:16:12.603414504
2171,Santa Cruz County Sheriff's Office,141 days 22:33:12.542750250
2172,Santa Cruz Police Department,24 days 16:50:06.203936454
2173,Santa Fe County Sheriff,45 days 17:24:41.875381
2174,Santa Fe Police Department,192 days 15:58:34.269309376
2175,Santa Maria Police Department,35 days 06:25:46.129236200
2176,Santa Monica College Police Department,17 days 20:48:47.279755
2177,Santa Monica Police Department,30 days 19:08:16.307619
2178,Santa Paula Police Department,50 days 11:42:07.389108500
2179,Santa Rosa County Sheriff's Office,42 days 16:16:56.629108500
2180,Santa Rosa Police Department,42 days 06:57:56.341385727
2181,Sarasota County Sheriff's Office,32 days 16:35:32.823327444
2182,Sarasota Police Department,13 days 15:30:29.934763142
2183,Saratoga County Sheriff,57 days 19:08:47.447474667
2184,Saratoga Springs Police Department,21 days 20:00:00
2185,Saugus Police Department,41 days 13:33:56.500043
2186,Sauk County Sheriff,0 days 20:00:00
2187,Sausalito Police Department,35 days 09:47:20.820184166
2188,Savannah-Chatham Metropolitan Police Department,70 days 02:40:02.993991556
2189,Sayre Police Department,3 days 20:00:00
2190,Scarsdale Village Police Department,13 days 07:53:16.835982666
2191,Schaumburg Police Department,6 days 19:00:00
2192,Schenectady County Sheriff,17 days 05:09:24.475581
2193,Schodack Town Police Department,306 days 04:45:32.556764
2194,"Schoharie County Sheriff's Office, Howes Cave",21 days 10:53:00.972415
2195,Schoharie Village Police Department,41 days 09:34:23.028613
2196,Schoolcraft County Sheriff’s Office,19 days 17:19:56.451567
2197,Schoolcraft Police Department,53 days 18:31:01.528221
2198,Schuyler County Sheriff's Office,25 days 06:22:10.005564250
2199,Scituate Police Department,160 days 14:56:08.256974334
2200,Scotia Village Police Department,300 days 20:17:51.821760
2201,Scott County Sheriff,42 days 17:13:28.606736500
2202,Scott County Sheriff's Office,53 days 10:22:39.298762500
2203,Scottsdale Police Department,634 days 14:50:36.287187400
2204,Scranton Police Department,14 days 00:12:12.988650
2205,Screven County Sheriffs Office,28 days 07:25:01.767708
2206,Seaford Police Department,53 days 20:00:00
2207,Seal Beach Police Department,65 days 18:02:55.922948667
2208,Seattle Police Department,117 days 11:59:33.417632688
2209,Sedgwick County Sheriff,65 days 21:17:07.397993
2210,Sedgwick County Sheriff's Office,41 days 07:45:50.107098
2211,Seekonk Police Department,3 days 07:51:36.952821
2212,Seguin Police Department,41 days 01:04:18
2213,Seminole County Sheriff,47 days 17:54:22.213175666
2214,Seminole County Sheriff's Office,11 days 01:31:53.655445
2215,Senatobia Police Department,16 days 20:00:00
2216,Seneca Falls Village Police Department,253 days 13:08:45.299581
2217,Seneca Police Department,491 days 20:00:00
2218,Sequim Police Department,622 days 00:56:00
2219,Sewickley Police Department,476 days 20:00:00
2220,Shafter Police Department,19 days 20:00:00
2221,Shandaken Town Police Department,200 days 14:55:52.265950500
2222,Shasta County Sheriff,27 days 09:57:10.773838625
2223,Shawano County Sheriff,4 days 20:00:00
2224,Shawnee County Sheriff's Department,4 days 15:12:46.824475
2225,Shawnee Police Department,3 days 23:39:37.391111
2226,Sheboygan County Sheriff,1 days 20:00:00
2227,Sheboygan Falls Police Department,65 days 04:06:24.205298667
2228,Shelby County Sheriff,22 days 22:33:30.937993600
2229,Shelby County Sheriff's Office,14 days 09:19:37.920157
2230,Shelby Police Department,169 days 08:00:00
2231,"Shelby Township Police Department, Shelby Township",29 days 04:36:55.073250
2232,Shelbyville Police Department,11 days 19:00:00
2233,Shelter Island Town Police Department,253 days 04:15:41.387647
2234,Shenandoah Police Department,13 days 20:37:41.532842
2235,Shepherdstown Police Department,88 days 00:55:59.293792667
2236,Sherburne Village Police Department,330 days 08:40:37.665104
2237,Sheriff,11 days 08:22:38.325492454
2238,Sheriff's Department,42 days 23:27:11.326211750
2239,Sheriff's Department  City Of La Mirada,7 days 11:05:39.082972
2240,Sheriff's Office,89 days 00:53:00.514612768
2241,Sheriff's Office FOIA,21 days 15:49:04.124249
2242,"Sheriff's Office, Augusta-Richmond County, GA",256 days 17:12:47.349375
2243,Shiawassee County Sheriff's Office,5 days 21:13:56.603054
2244,Shirley Ma Police Department,49 days 16:45:04.172325
2245,Shively Police Department,4 days 05:48:14.386922
2246,Shortsville Village Police Department,167 days 10:58:05.116954
2247,Shoshone County Sheriff's Office,94 days 20:17:25.556156
2248,Shreveport Police Department,173 days 19:16:40.901631666
2249,Shrewsbury Police Department,52 days 23:50:00
2250,Sidney Village Police Department,42 days 10:56:20.569992
2251,Sierra County Sheriff's Office,46 days 20:42:50.406408750
2252,Sierra Vista Police Department,14 days 03:58:51.846642500
2253,Signal Hill Police Department,10 days 12:12:47.293647
2254,Siloam Springs Police Department,188 days 03:43:03.740953
2255,Silver City Police,0 days 20:00:00
2256,Silver Creek Village Police Department,292 days 04:44:21.062164
2257,Simi Valley Police Department,155 days 10:18:28.159314698
2258,Simmons College Police,193 days 19:00:00
2259,Simsbury Police Department,11 days 19:00:00
2260,Sioux Falls Police Department,80 days 07:22:24.473927286
2261,Siskiyou County Sheriff,36 days 23:30:35.889207500
2262,Sisseton Police Department,42 days 08:15:30.994822
2263,Sisseton Wahpeton Oyate Police Department,111 days 18:56:53.692870
2264,Skaneateles Village Police Department,179 days 08:40:49.232791
2265,Skokie Police Department,18 days 22:03:56.697971500
2266,Slatington Police Department,3 days 19:00:00
2267,Smith County Sheriff's Department,137 days 14:54:58.556274
2268,Smith County Sheriff's Office,16 days 20:00:00
2269,Smithfield Police Department,11 days 13:38:26.767428200
2270,Smyrna Police Department,193 days 12:49:19.975048334
2271,Snohomish County Sheriff's Office,57 days 03:22:09.460260
2272,Snoqualmie Police Department,15 days 00:48:00
2273,Snowline Joint Unified School District Police Department,103 days 17:42:53.615912
2274,Socorro County Sheriff's Office,28 days 21:55:02.590862
2275,Soddy Daisy Police Department,85 days 20:00:00
2276,Sodus Point Village Police Department,172 days 10:09:15.976263
2277,Solano County Sheriff,13 days 15:22:28.760226500
2278,Somers Town Police Department,341 days 06:37:35.271278
2279,Somerset County Sheriff,10 days 18:06:19.495940
2280,Somerset Police Department,61 days 20:00:00
2281,Somerville Police Department,83 days 10:50:36.802978675
2282,Sonoma County Sheriff's Office,19 days 09:57:10.046273500
2283,Souderton Police Department,80 days 20:00:00
2284,South Burlington Police Department,8 days 06:36:52.859664
2285,South Dakota Department of Public Safety,19 days 21:47:24.323231583
2286,South Fayette Township Police Department,1 days 20:00:00
2287,"South Fulton Police Department, South Fulton",38 days 03:03:30.799855
2288,South Gate Police Department,57 days 19:58:51.758148667
2289,South Jordan Police Department,8 days 06:20:26.552559666
2290,South Kingstown Police Department,1 days 20:00:00
2291,South Lake Tahoe Police Department,14 days 22:56:17.106901333
2292,South Miami Police Department,27 days 01:17:18.141055
2293,South Nyack-Grand View Village Police Department,437 days 19:46:14.280062
2294,South Portland Police Department,55 days 15:46:13.092414
2295,South San Francisco Police Department,12 days 10:10:42.807439
2296,Southampton Village Police Department,143 days 13:38:48.404526
2297,Southborough Police Department,5 days 20:00:00
2298,Southbridge Police Department,1146 days 20:00:00
2299,Southern Chester County Regional Police Department,222 days 05:15:23.151670
2300,Southern Crescent College Police Department,1 days 20:00:00
2301,Southern Illinois University Carbondale Police,17 days 19:00:00
2302,Southgate Police Department,23 days 15:00:16.810862
2303,Southold Town Police Department,99 days 10:43:54.829949
2304,Southport Police Department,11 days 20:00:00
2305,Southport Town Police Department,39 days 04:21:01.536568
2306,Southwick Police Department,33 days 19:07:46.597703
2307,Spalding County Sheriff,27 days 20:00:00
2308,Spalding County Sheriff’s Office,4 days 21:03:48.851342
2309,Sparks Police Department,27 days 04:23:14.026769800
2310,Sparks Police Department (GA),16 days 14:44:32.820018
2311,Spartanburg County Sheriff,8 days 20:00:00
2312,Spearfish Police Department,7 days 23:47:03.463768500
2313,Spencer Village Police Department,84 days 05:21:43.296131
2314,Spokane County Sheriff's Office,93 days 06:48:27.197931948
2315,Spokane Police Department,134 days 08:45:43.518051640
2316,Spokane Valley Police Department,78 days 09:16:40.957573
2317,Spotswood Police Department,5 days 20:00:00
2318,Spotsylvania County Sheriff,7 days 07:30:00
2319,Springdale Police Department,124 days 11:40:00
2320,Springfield Police Department,107 days 06:59:03.152741614
2321,"Springfield, Oregon - Police Department",3 days 12:25:05.298565
2322,St Charles Parish Sheriff,24 days 15:00:00
2323,St Cloud Police Department,55 days 19:30:00
2324,St James Parish Sheriff's Office,13 days 20:00:00
2325,St John the Baptist Parish Sheriff's Office,17 days 20:00:00
2326,St Johns County Sheriff's Department,55 days 19:00:00
2327,St Johns County Sheriff's Office,19 days 19:00:00
2328,St Landry Parish Sheriff's Office,909 days 10:49:49.895094
2329,St Lucie County Sheriff's Office,0 days 19:00:00
2330,St Martin Parish Sheriff's Office,0 days 20:00:00
2331,St Mary Parish Sheriff's Office,13 days 20:00:00
2332,St Michaels Police Department FOIA,422 days 09:48:53.418979
2333,St Paul Police Department,51 days 07:30:33.647018500
2334,St. Anthony Police Department,36 days 12:47:48.824221333
2335,St. Charles Police Department,1 days 16:36:22.702759
2336,St. Clair Sheriff's Department,64 days 13:17:00.025433500
2337,St. Cloud Police Department,44 days 19:00:00
2338,St. Croix County Sheriff's Office,9 days 15:32:53.653237
2339,St. George Police Department,233 days 07:57:51.302350500
2340,St. Johns County Sheriff's Office,402 days 11:20:10.105471
2341,St. Johnsville Village Police Department,40 days 04:05:55.377696
2342,St. Lawrence County Sheriff,19 days 02:02:45.734660
2343,St. Louis County Police Department,35 days 09:57:34.368377882
2344,St. Louis County Sheriff,6 days 02:26:48.655425
2345,St. Louis Metropolitan Police Department,86 days 18:52:58.999583766
2346,"St. Louis Park Police Department, St. Louis Park",30 days 13:49:14.857421
2347,St. Marys County Sheriff,21 days 19:52:46.040312500
2348,St. Matthews Police Department,22 days 17:08:47.939927
2349,St. Petersburg Police Department,22 days 11:40:21.935782176
2350,St. Regis Mohawk Tribal Police Department,28 days 07:44:15.492440
2351,Stafford County Sheriff's Office,5 days 19:40:00
2352,Stallion Springs Police Department,21 days 18:01:48.775400
2353,Stamford Police Department,181 days 11:36:36.699740832
2354,"Stanford University Department Of Public Safety, Stanford",325 days 18:18:28.988432
2355,Stanislaus County Sheriff's Department,13 days 08:26:10.097772166
2356,Stanly County Sheriff's Office,44 days 01:56:01.258527
2357,Stark County Sheriff,75 days 09:37:17.150224800
2358,State College Area Police Department,165 days 22:40:58.198883
2359,Staunton City Police Department,5 days 01:16:54.796031
2360,Stephenson County Sheriff,2 days 13:47:00.025433500
2361,Sterling Heights Police Department,177 days 02:48:56.740155500
2362,Steuben County Sheriff's Office,7 days 22:04:30.664184500
2363,Stevens County Sheriff's Office,36 days 18:51:19.532017500
2364,Stewart County Sheriff's Office,86 days 21:11:11.843192
2365,Stockport Police Department,40 days 08:25:43.694860
2366,Stockton Police Department,70 days 10:30:19.792615916
2367,Stockton Unified School District Police Department,221 days 22:23:16.944675500
2368,Stone County Sheriff,5 days 20:00:00
2369,Stone County Sheriff's Office,1106 days 18:26:01.921392992
2370,Stoneham Police Department,2 days 07:00:00
2371,Stony Point Town Police Department,166 days 05:20:56.903566
2372,Storey County Sheriff's Office,1 days 03:56:38.252197
2373,Strafford County Sheriff,19 days 20:00:00
2374,Stratford Police Department,426 days 03:17:53.566477
2375,Strathmoor Village Police Department,2 days 14:51:53.039441
2376,Sublette County Sheriff's Office,417 days 22:42:12.866411
2377,"Sudbury, Ma Police Department",108 days 15:12:18.047236
2378,Suffern Village Police Department,104 days 10:02:46.761596500
2379,Suffolk County Police Department,137 days 19:23:24.234286888
2380,Suffolk County Sheriff's Department,157 days 00:00:25.206882806
2381,Suffolk County Sheriff's Office,132 days 12:33:29.354378
2382,Suffolk University Police,267 days 20:00:00
2383,Sullivan County Sheriff,7 days 20:00:00
2384,Sullivan County Sheriff's Office,5 days 22:26:55.921101
2385,Summit Count Sheriff,12 days 19:10:45.879992
2386,Sumner County Sheriff's Office,37 days 19:00:00
2387,Sumter County Sheriff's Office,58 days 20:38:45.366544667
2388,Sunny Isles Beach Police Department,17 days 23:27:50.423784
2389,Sunnyside Police Department Records,2 days 15:05:07.608262
2390,Sunrise Police Department,141 days 22:30:15.116311400
2391,Surfside Police Department,332 days 10:23:26.640599
2392,Surprise Police Department,61 days 18:15:32.746022250
2393,Surry County Sheriff's Office,166 days 08:54:16.512791500
2394,Susanville Police Department,20 days 20:39:10.492309
2395,Susquehanna Regional Police Department,480 days 20:00:00
2396,Sussex County Sheriff,380 days 17:31:52.455013004
2397,Sutter County Sheriff's Office,7 days 14:34:29.545372333
2398,Sutton Police Department,38 days 19:34:18.542753500
2399,Suwannee county sheriff's office,41 days 18:52:06.304069500
2400,Swampscott Police Department,8 days 19:00:00
2401,Swansea Police Department,14 days 20:00:00
2402,Sweetwater County Sheriff,684 days 20:30:32.334154504
2403,Sweetwater Police Department,250 days 20:34:50.920145
2404,Swissvale Police Department,41 days 21:10:47.081264
2405,Syracuse Police Department,72 days 10:03:20.536301538
2406,Tacoma Police Department,118 days 03:34:21.597864504
2407,Taft Police Department,6 days 23:37:31.340081500
2408,Taliaferro County Sheriff's Office,38 days 07:25:01.767708
2409,Tallahassee Police Department,127 days 05:59:12
2410,Tampa Police Department,163 days 08:01:48.003147544
2411,Taney County Sheriff,427 days 10:59:49.524682
2412,Tangipahoa Parish Sheriff's Office,11 days 20:00:00
2413,Tarpon Springs Police Department,74 days 20:00:00
2414,Tarrant County Sheriff's Office,9 days 15:56:17.041830500
2415,Tarrytown Village Police Department,111 days 04:35:09.854197
2416,Tattnall County Sheriff's Office,22 days 22:34:54.455900
2417,Taunton Police Department,11 days 22:12:00
2418,Taylor County Sheriff,2 days 20:00:00
2419,Taylor County Sheriff's Office,124 days 22:45:14.345349666
2420,Tazewell County Sheriff,3 days 23:02:12.868355500
2421,Tehachapi Police Department,13 days 06:51:19.976631500
2422,Tehama County Sheriff's Office,42 days 01:14:06.133890500
2423,Tempe Police Department,120 days 20:34:01.570548770
2424,Tensas Parish Sheriff's Office,481 days 07:15:36.514914
2425,Terre Haute Police Department,8 days 18:07:27.113987500
2426,Terrebonne Parish Sheriff's Office,6 days 00:12:27.347304
2427,Teton County Sheriff's Office,21 days 13:05:08.191675500
2428,Tewksbury Police Department,13 days 10:48:50.639915909
2429,Texas County Sheriff's Office,74 days 08:24:07.384208
2430,Texas Department Of Public Safety,16 days 07:40:09.555055666
2431,Texas Department of Public Safety,27 days 13:23:51.690117453
2432,The Borough of Downingtown Police Department,34 days 20:00:00
2433,Theresa Village Police Department,69 days 19:19:15.665481
2434,Thomasville Police Department GA,277 days 11:51:12.433000500
2435,Thornton Police Department,45 days 08:51:17.182516
2436,Thurston County Sheriff,26 days 08:52:39.625846
2437,Tiburon Police Department,23 days 08:44:22.596286166
2438,Ticonderoga Town Police Department,70 days 09:55:52.660830333
2439,Tifton Police Department,43 days 09:14:46.310555
2440,Tigard Police Department,12 days 20:00:00
2441,Tioga County Sheriff,7 days 19:08:43.491232
2442,Tippah County Sheriff's Department,27 days 08:25:54.749240
2443,Titusville Police Department,24 days 09:14:24.520851
2444,Tiverton Police Department,4 days 08:00:00
2445,Toledo Police Department,97 days 20:25:39.469325501
2446,Tom Green County Sheriff,6 days 20:00:00
2447,Tompkins County Sheriff Office,22 days 21:35:38.657753
2448,Toms River Police Department,8 days 16:32:28.598325
2449,Tonawanda Town Police Department,19 days 11:22:07.627895666
2450,Tonganoxie Police Department,265 days 12:26:18.087394
2451,Topeka Police Department,13 days 02:07:05.823033727
2452,Torrance Police Department,53 days 22:27:28.988530786
2453,Torrington Police Department,99 days 17:57:23.353230500
2454,Town of Beloit Police Department,11 days 19:00:00
2455,Town of Vienna Police Department,8 days 05:27:09.882704
2456,Towns County Sheriff's Office,52 days 07:25:01.767708
2457,Townsend Police Department,27 days 00:24:40.276962
2458,"Towson Police Department, Towson",43 days 01:09:14.418907
2459,Tracy Police Department,9 days 12:16:19.096770
2460,Transylvania County Sheriff's Office,128 days 04:10:30.316339
2461,Travis County Sheriff's Department,247 days 23:42:09.188927876
2462,"Trego County Sheriff's Office, Wakeeney Ks",0 days 23:25:13.165338
2463,Trenton Police Department,30 days 08:00:00
2464,Treutlen County Sheriff's Office,22 days 07:25:01.767708
2465,Trinidad Police Department,550 days 11:57:39.851625
2466,Trinity County Sheriff,315 days 12:55:24.435277332
2467,Troup County Sheriff,65 days 00:56:00
2468,"Trousdale County Sheriff, Trousdale County",503 days 17:08:44.499494
2469,Troy Police Department,36 days 21:10:31.923470
2470,Trumbull Police Department,23 days 15:44:21.114688250
2471,Trussville Police Department,68 days 17:43:34.166251
2472,Tuckahoe Police Department,265 days 11:14:03.681813
2473,Tucson Police Department,126 days 02:00:20.814953426
2474,Tukwila Police Department,64 days 03:15:37.758633
2475,Tulare County Sheriff,140 days 23:32:38.520010
2476,Tulare County Sheriff's Office,29 days 19:00:00
2477,Tulare Police Department,37 days 00:35:16.515082
2478,Tulsa County Sheriff,13 days 22:57:31.707705600
2479,Tulsa Police Department,102 days 11:33:51.682537550
2480,Tunnel Hill Police Department,220 days 13:29:49.704477
2481,Tuolumne County Sheriff,31 days 19:13:27.503691333
2482,Turlock Police Department,29 days 04:38:51.089863333
2483,Turner County Sheriff's Office,15 days 19:42:29.433869
2484,Tuscaloosa County Sheriff's Office,239 days 07:56:00
2485,Tuscaloosa Police Department,810 days 08:22:05.889406496
2486,Tustin Police Department,241 days 15:43:25.706880
2487,Tuxedo Park Village Police Department,137 days 08:11:30.032102
2488,Tuxedo Police Department,304 days 10:49:23.540688
2489,Twiggs County Sheriff's Office,27 days 18:01:51.629270
2490,Twin Falls County Sheriff,5 days 20:00:00
2491,Twin Falls Police Department,0 days 19:00:00
2492,Tybee Island Police Dept,5 days 15:08:05.987940
2493,Tyler Police Department,136 days 19:17:55.317108750
2494,Tyrrell County Sheriff's Office,32 days 22:44:31.700084
2495,UCI Public Safety,570 days 18:21:22.133114
2496,UCLA Police Department,10 days 13:46:50.540873
2497,UNC-Chapel Hill Department of Public Safety,59 days 01:55:03.513846500
2498,UVM Police,3 days 19:09:49.674419
2499,Ukiah Police Department,13 days 08:21:18.281337
2500,Ulster County Sheriff,51 days 14:09:09.065516
2501,Ulster County Sheriffs Office,50 days 09:01:31.948754333
2502,Umatilla County Sheriff,0 days 20:00:00
2503,Union City Police Department,54 days 06:43:14.229709625
2504,Union County Sheriff,15 days 12:28:59.747485857
2505,Union County Sheriff's Department,34 days 14:38:07.774918
2506,Union County Sheriff's Office,11 days 21:59:33.021728666
2507,Union County Sheriffs Office,31 days 21:05:01.364329
2508,Union Parish Police Jury,24 days 20:00:00
2509,Union Parish Sheriff's Office,14 days 20:00:00
2510,Union county sheriff's office,1 days 00:51:23.945814
2511,Uniontown Police Department,76 days 23:47:06.412720500
2512,University City Police Department,24 days 19:00:00
2513,University Of Connecticut Police Department,42 days 04:54:55.722054
2514,University Of New Mexico Police Department,15 days 23:27:23.957755
2515,University Of Pennsylvania Police Department,187 days 07:51:49.570971
2516,University Of Wisconsin - Milwaukee Police Department,30 days 20:44:45.059341
2517,University Park Police Department,14 days 20:43:08.707527500
2518,University of Alabama Police Department,14 days 19:00:00
2519,University of California Santa Barbara Police Department,12 days 05:44:14.220895500
2520,"University of California, Berkeley Police Department",236 days 20:26:36.605683144
2521,University of Central Florida Police Department,8 days 08:00:00
2522,University of Chicago Police Department,34 days 07:45:37.580123
2523,University of Cincinnati Police Department,2 days 20:00:00
2524,University of Colorado-Boulder Police Department,9 days 19:00:00
2525,University of Kansas Medical Center Police Department,17 days 19:00:00
2526,University of Kentucky Police Department,17 days 20:00:00
2527,University of Maryland Department of Public Safety,46 days 19:00:00
2528,"University of Massachusetts, Amherst Police Department",15 days 01:46:56.863022250
2529,University of New Hampshire Police Department,2 days 16:11:36.775682
2530,University of North Carolina at Charlotte Police & Public Safety,634 days 14:10:41.025489
2531,University of North Carolina at Greensboro Police Department,728 days 02:31:08.268025
2532,University of North Texas Police Department,155 days 19:00:00
2533,University of Oklahoma Police,19 days 20:00:00
2534,University of Washington Police,136 days 16:33:52.254738750
2535,Upland Police Department,21 days 23:07:07.101933
2536,Upshur County Sheriff,15 days 20:00:00
2537,Utah County Sheriff's Office,9 days 08:20:52.173140
2538,Utah Department of Public Safety,51 days 22:25:03.458747714
2539,Utica Police Department,141 days 17:37:16.889966
2540,Uxbridge Police Department,23 days 16:17:55.811000666
2541,Vacaville Police Department,36 days 17:47:41.910976714
2542,Valdosta Police Department,4 days 08:53:33.610014500
2543,Vallejo Police Department,120 days 14:46:23.149078
2544,Valley County Sheriff's Office,111 days 01:55:54.881929
2545,Van Buren County Sheriff's Office,25 days 19:21:19.216749
2546,Van Wert County Sheriff,1 days 19:30:00
2547,Vancouver Police Department,28 days 06:45:03.956651625
2548,Vanderburgh County Sheriff,31 days 09:42:57.594831500
2549,Veazie Police Department,17 days 20:00:00
2550,Venice Police Deparment,17 days 22:13:10.036958
2551,Ventura County Sheriff's Department,67 days 08:09:42.277554923
2552,Ventura Police Department,153 days 00:45:19.597979750
2553,Vermilion County Sheriff,132 days 23:43:19.683622334
2554,Vermilion Parish Sheriff's Office,48 days 20:00:00
2555,Vermont State Police,47 days 23:50:19.433489567
2556,Vernon Hills Police Department,6 days 10:30:48.807743
2557,Vernon Parish Sheriff's Office,847 days 15:50:39.988976992
2558,Verona Police Department,96 days 00:33:45.788015
2559,Vestal Town Police Department,383 days 06:58:19.900433
2560,Victoria County Sheriff,0 days 20:00:00
2561,Victorville Police Department,614 days 23:47:57.947566
2562,Vigo County Sheriff,3 days 13:26:17.607120
2563,Vilas County Sheriff's Office,11 days 17:55:18.918485
2564,Villa Park Police Department,5 days 16:16:31.872780
2565,Village Police Department,3 days 20:00:00
2566,Vineland Police Department,22 days 16:00:00
2567,Virginia Beach Police Department,143 days 10:57:04.540089158
2568,Virginia Military Institute Police,2 days 09:56:25.172493750
2569,Virginia State Police,13 days 23:07:26.744323604
2570,Virginia Tech Police Department,2 days 11:40:00
2571,Visalia Police Department,288 days 05:24:12.198629664
2572,Volusia County Sheriff's Office,61 days 05:04:20.698379286
2573,Waco Police Department,183 days 12:26:28.670530500
2574,Wadsworth Police Department,3 days 16:52:55.075561
2575,Wahkiakum County Sheriff,8 days 09:56:10.207125
2576,Wake County Sheriff's Department,203 days 19:28:27.138509
2577,Wakefield Police Department,9 days 15:30:52.684742
2578,Walker County Sheriff's Office,23 days 23:13:14.546364
2579,Waller County Sheriff's Office,33 days 08:00:00
2580,Wallowa County Sheriff,58 days 20:00:00
2581,Walnut Creek Police Department,15 days 22:58:32.554796800
2582,Walpole Police Department,11 days 20:00:00
